region,tech,mw,entry_year,p_cod_3y_mean,p_cod_3y_lo90,p_cod_3y_hi90,p_cod_5y_mean,p_cod_5y_lo90,p_cod_5y_hi90,p_cod_7y_mean,p_cod_7y_lo90,p_cod_7y_hi90,p_withdrawn_5y_mean
ISO-NE,Gas,100,2024,0.0159,0.0046,0.0292,0.0389,0.0176,0.0719,0.0601,0.0346,0.1075,0.6781
ISO-NE,Gas,100,2025,0.0116,0.0033,0.0218,0.0305,0.015,0.0493,0.0499,0.0298,0.0825,0.6884
ISO-NE,Gas,200,2020,0.031,0.016,0.0525,0.0838,0.0523,0.1374,0.1229,0.0848,0.1874,0.6001
ISO-NE,Gas,200,2021,0.0279,0.0118,0.0529,0.0722,0.04,0.1279,0.1069,0.0728,0.1741,0.618
ISO-NE,Gas,200,2022,0.0238,0.0081,0.0495,0.0599,0.03,0.1134,0.0904,0.0587,0.1564,0.6363
ISO-NE,Gas,200,2023,0.0186,0.006,0.0352,0.0481,0.0241,0.0881,0.075,0.0481,0.1302,0.6524
ISO-NE,Gas,200,2024,0.0149,0.0048,0.0258,0.0398,0.0204,0.0708,0.064,0.0412,0.1104,0.6626
ISO-NE,Gas,200,2025,0.0113,0.0034,0.0204,0.032,0.0177,0.0518,0.054,0.0343,0.0884,0.6732
ISO-NE,Gas,400,2020,0.0261,0.0129,0.0458,0.081,0.0525,0.1303,0.124,0.0896,0.1858,0.5936
ISO-NE,Gas,400,2021,0.0245,0.0105,0.0454,0.0713,0.0443,0.1217,0.1105,0.0807,0.1739,0.6068
ISO-NE,Gas,400,2022,0.0223,0.0079,0.0466,0.0605,0.0323,0.1111,0.0947,0.0664,0.1586,0.6262
ISO-NE,Gas,400,2023,0.0174,0.0061,0.0325,0.0483,0.026,0.0842,0.078,0.0536,0.1263,0.642
ISO-NE,Gas,400,2024,0.0141,0.005,0.0242,0.0402,0.022,0.0672,0.0671,0.0457,0.1096,0.6512
ISO-NE,Gas,400,2025,0.0112,0.0039,0.02,0.033,0.019,0.0529,0.0576,0.0368,0.0923,0.6598
ISO-NE,Gas,800,2020,0.0241,0.0113,0.0446,0.0803,0.0535,0.124,0.1266,0.0943,0.1849,0.587
ISO-NE,Gas,800,2021,0.0219,0.0089,0.0401,0.0694,0.0439,0.1132,0.1116,0.0823,0.1708,0.6002
ISO-NE,Gas,800,2022,0.021,0.007,0.0417,0.0597,0.0338,0.1031,0.0967,0.0705,0.1537,0.6174
ISO-NE,Gas,800,2023,0.0171,0.0057,0.0309,0.0485,0.0275,0.0798,0.0805,0.0572,0.1244,0.6328
ISO-NE,Gas,800,2024,0.0137,0.0049,0.024,0.0406,0.0231,0.0642,0.0699,0.0483,0.1092,0.6404
ISO-NE,Gas,800,2025,0.0112,0.0042,0.0211,0.0341,0.0198,0.0534,0.0609,0.0393,0.0954,0.6473
MISO,Solar,50,2020,0.0259,0.0169,0.0317,0.0976,0.0832,0.1091,0.1321,0.1177,0.1486,0.5118
MISO,Solar,50,2021,0.0123,0.0054,0.0187,0.0485,0.031,0.0637,0.0737,0.0531,0.0888,0.6159
MISO,Solar,50,2022,0.0109,0.0033,0.0181,0.0362,0.0219,0.0513,0.0591,0.0454,0.0755,0.6417
MISO,Solar,50,2023,0.0147,0.0037,0.0342,0.0383,0.021,0.0672,0.0631,0.0457,0.0956,0.6153
MISO,Solar,50,2024,0.016,0.0032,0.0401,0.0375,0.0164,0.0746,0.0623,0.0371,0.1003,0.6154
MISO,Solar,50,2025,0.0126,0.0021,0.0323,0.0296,0.0107,0.0601,0.0513,0.0241,0.0858,0.642
MISO,Solar,100,2020,0.0145,0.0096,0.0206,0.0818,0.0683,0.0935,0.1199,0.1062,0.1334,0.5223
MISO,Solar,100,2021,0.0069,0.0036,0.0118,0.0422,0.0306,0.0541,0.0704,0.0587,0.0815,0.6274
MISO,Solar,100,2022,0.0072,0.0033,0.0123,0.0334,0.025,0.0445,0.0595,0.0487,0.0714,0.6464
MISO,Solar,100,2023,0.0115,0.0032,0.0255,0.0364,0.0218,0.0589,0.0643,0.0468,0.0898,0.6127
MISO,Solar,100,2024,0.0134,0.0031,0.0336,0.0358,0.0181,0.0683,0.0631,0.0399,0.0975,0.604
MISO,Solar,100,2025,0.0113,0.0019,0.0303,0.0291,0.0109,0.0587,0.0524,0.0246,0.0865,0.6248
MISO,Solar,200,2020,0.0104,0.006,0.0165,0.0743,0.0573,0.0882,0.1158,0.0998,0.1295,0.5299
MISO,Solar,200,2021,0.0055,0.0028,0.0098,0.0417,0.0306,0.0541,0.0731,0.0632,0.0838,0.624
MISO,Solar,200,2022,0.006,0.0029,0.011,0.034,0.0242,0.0448,0.0635,0.052,0.0755,0.6388
MISO,Solar,200,2023,0.01,0.0028,0.0224,0.0364,0.0225,0.0569,0.0669,0.0493,0.0878,0.6077
MISO,Solar,200,2024,0.0122,0.0026,0.032,0.0357,0.0196,0.0669,0.0651,0.0426,0.0986,0.5961
MISO,Solar,200,2025,0.0105,0.0019,0.0303,0.029,0.0113,0.0599,0.0541,0.0257,0.0899,0.6069
MISO,Solar,400,2020,0.0105,0.006,0.0162,0.0764,0.0586,0.0881,0.1217,0.1049,0.1337,0.5289
MISO,Solar,400,2021,0.0057,0.0028,0.0101,0.0452,0.034,0.0577,0.0804,0.0716,0.0914,0.6111
MISO,Solar,400,2022,0.0058,0.0026,0.0111,0.0354,0.0236,0.0464,0.0678,0.0549,0.0798,0.6266
MISO,Solar,400,2023,0.0096,0.0025,0.0216,0.037,0.0229,0.0559,0.0694,0.0507,0.0879,0.5994
MISO,Solar,400,2024,0.0116,0.0023,0.0308,0.0358,0.0196,0.0661,0.0666,0.0457,0.0998,0.5882
MISO,Solar,400,2025,0.0101,0.0019,0.0292,0.0292,0.0119,0.0593,0.0561,0.0272,0.0918,0.5944
MISO,Solar,800,2020,0.012,0.0066,0.0182,0.0805,0.0602,0.1007,0.13,0.1128,0.1506,0.5238
MISO,Solar,800,2021,0.0068,0.0036,0.012,0.0501,0.0344,0.0636,0.0899,0.0742,0.1032,0.5945
MISO,Solar,800,2022,0.0063,0.0027,0.0121,0.0376,0.0237,0.0491,0.0732,0.0576,0.0857,0.6118
MISO,Solar,800,2023,0.0096,0.0024,0.0222,0.0375,0.0221,0.0548,0.0717,0.0512,0.088,0.5903
MISO,Solar,800,2024,0.0114,0.0023,0.0295,0.0359,0.0206,0.0644,0.0679,0.0483,0.0994,0.5782
MISO,Solar,800,2025,0.01,0.0018,0.0285,0.0296,0.0128,0.0589,0.0578,0.0288,0.0936,0.581
MISO,Wind,50,2020,0.0942,0.0753,0.1117,0.1441,0.1233,0.1634,0.1656,0.1424,0.185,0.5475
MISO,Wind,50,2021,0.0463,0.025,0.0574,0.0759,0.0495,0.0886,0.094,0.0696,0.1068,0.6055
MISO,Wind,50,2022,0.0249,0.0093,0.0432,0.0465,0.0239,0.0693,0.0645,0.0368,0.0875,0.6311
MISO,Wind,50,2023,0.0235,0.0052,0.0576,0.0447,0.0173,0.0894,0.065,0.0315,0.1118,0.6073
MISO,Wind,50,2024,0.0188,0.004,0.0481,0.0379,0.0157,0.0783,0.0591,0.0317,0.104,0.6074
MISO,Wind,50,2025,0.0132,0.0023,0.0331,0.0285,0.01,0.0564,0.0484,0.0209,0.0811,0.6112
MISO,Wind,100,2020,0.0655,0.0516,0.0775,0.1282,0.1069,0.1408,0.1548,0.1313,0.1739,0.5267
MISO,Wind,100,2021,0.0275,0.0165,0.0348,0.0611,0.0456,0.0708,0.0814,0.0664,0.0918,0.6202
MISO,Wind,100,2022,0.016,0.0072,0.0256,0.0402,0.0244,0.0545,0.0605,0.0399,0.0766,0.643
MISO,Wind,100,2023,0.0167,0.0052,0.0388,0.0397,0.0203,0.0699,0.0625,0.0374,0.0961,0.6071
MISO,Wind,100,2024,0.016,0.0037,0.0422,0.0366,0.0181,0.0737,0.0599,0.0362,0.1024,0.5959
MISO,Wind,100,2025,0.0122,0.0023,0.0319,0.0286,0.0106,0.0576,0.0503,0.0243,0.085,0.598
MISO,Wind,200,2020,0.0363,0.0301,0.0452,0.0991,0.0825,0.1114,0.1304,0.1111,0.143,0.5356
MISO,Wind,200,2021,0.0155,0.0081,0.0213,0.0492,0.0366,0.0614,0.0724,0.0622,0.0854,0.6314
MISO,Wind,200,2022,0.0115,0.0042,0.0172,0.0367,0.0234,0.0498,0.0595,0.0432,0.0777,0.6487
MISO,Wind,200,2023,0.0137,0.0034,0.0305,0.0378,0.0201,0.062,0.063,0.0423,0.0901,0.6068
MISO,Wind,200,2024,0.0146,0.0031,0.0389,0.0364,0.0171,0.0711,0.0617,0.0388,0.1022,0.5878
MISO,Wind,200,2025,0.0113,0.0021,0.0297,0.0287,0.0116,0.0567,0.0522,0.0262,0.0876,0.584
MISO,Wind,400,2020,0.0228,0.0165,0.0286,0.0817,0.0612,0.0944,0.117,0.0968,0.1319,0.5447
MISO,Wind,400,2021,0.0106,0.0059,0.0159,0.044,0.0321,0.0546,0.0706,0.0581,0.0824,0.6293
MISO,Wind,400,2022,0.0092,0.003,0.0141,0.035,0.0221,0.049,0.0606,0.0465,0.0802,0.6464
MISO,Wind,400,2023,0.0119,0.0027,0.0256,0.0366,0.019,0.0558,0.0643,0.0451,0.0844,0.6092
MISO,Wind,400,2024,0.0132,0.0024,0.0337,0.0355,0.0168,0.0639,0.063,0.0416,0.0955,0.5863
MISO,Wind,400,2025,0.0105,0.0017,0.0284,0.0285,0.0122,0.0559,0.0539,0.0275,0.0888,0.5753
MISO,Wind,800,2020,0.0183,0.0117,0.0245,0.0747,0.0547,0.0904,0.1142,0.097,0.1357,0.5446
MISO,Wind,800,2021,0.0096,0.005,0.0153,0.0436,0.0293,0.0555,0.0744,0.0603,0.087,0.6172
MISO,Wind,800,2022,0.0089,0.0029,0.0166,0.0354,0.0221,0.0508,0.064,0.051,0.0852,0.6347
MISO,Wind,800,2023,0.0115,0.0024,0.0276,0.0369,0.0197,0.0584,0.0669,0.0479,0.0876,0.6077
MISO,Wind,800,2024,0.0123,0.002,0.0315,0.0349,0.0169,0.0583,0.0644,0.0428,0.0879,0.5867
MISO,Wind,800,2025,0.0098,0.0015,0.0262,0.0283,0.0132,0.053,0.0554,0.0293,0.0861,0.5727
MISO,Battery,50,2020,0.016,0.0077,0.0315,0.0585,0.0413,0.0816,0.0893,0.0723,0.11,0.5574
MISO,Battery,50,2021,0.008,0.0024,0.0194,0.033,0.0187,0.0531,0.0555,0.0391,0.076,0.6439
MISO,Battery,50,2022,0.0068,0.0019,0.0175,0.0258,0.0153,0.0442,0.046,0.033,0.0639,0.6674
MISO,Battery,50,2023,0.0093,0.0023,0.0253,0.0279,0.0173,0.0543,0.0506,0.0345,0.0781,0.6285
MISO,Battery,50,2024,0.0119,0.002,0.0374,0.0299,0.0154,0.0681,0.0534,0.0332,0.0941,0.6064
MISO,Battery,50,2025,0.0107,0.0012,0.0361,0.0258,0.012,0.0628,0.047,0.0241,0.0884,0.613
MISO,Battery,100,2020,0.0113,0.005,0.0209,0.0613,0.0444,0.0792,0.0965,0.0804,0.1112,0.5475
MISO,Battery,100,2021,0.0055,0.0017,0.0136,0.0338,0.0214,0.053,0.059,0.0459,0.0775,0.6438
MISO,Battery,100,2022,0.0049,0.0017,0.0121,0.0257,0.0173,0.0409,0.0482,0.0389,0.0631,0.67
MISO,Battery,100,2023,0.007,0.0022,0.0173,0.027,0.0184,0.0456,0.052,0.041,0.0718,0.6284
MISO,Battery,100,2024,0.0098,0.0019,0.0298,0.0289,0.0171,0.0615,0.0544,0.0374,0.0909,0.598
MISO,Battery,100,2025,0.0092,0.0011,0.0304,0.025,0.0128,0.0581,0.0475,0.0268,0.0865,0.6045
MISO,Battery,200,2020,0.0099,0.0048,0.0184,0.0676,0.0507,0.0861,0.1066,0.0874,0.1263,0.5394
MISO,Battery,200,2021,0.0049,0.0017,0.012,0.0371,0.0248,0.0569,0.0654,0.0519,0.0856,0.6363
MISO,Battery,200,2022,0.0042,0.0015,0.0101,0.0276,0.019,0.0432,0.0528,0.0441,0.0695,0.664
MISO,Battery,200,2023,0.0059,0.0022,0.0133,0.0278,0.0183,0.0426,0.0553,0.0443,0.0734,0.6224
MISO,Battery,200,2024,0.0084,0.0018,0.0236,0.0287,0.0176,0.0557,0.0561,0.0419,0.0881,0.5908
MISO,Battery,200,2025,0.0082,0.0011,0.026,0.0248,0.013,0.0539,0.0487,0.0291,0.0842,0.5957
MISO,Battery,400,2020,0.0102,0.005,0.0185,0.0713,0.0558,0.094,0.114,0.0915,0.1398,0.5326
MISO,Battery,400,2021,0.005,0.0019,0.0118,0.0407,0.0295,0.0602,0.0726,0.0579,0.0934,0.6221
MISO,Battery,400,2022,0.0042,0.0017,0.0098,0.0297,0.0219,0.0457,0.0574,0.0475,0.0748,0.6513
MISO,Battery,400,2023,0.0057,0.0024,0.0125,0.0293,0.02,0.0442,0.0587,0.047,0.0762,0.6098
MISO,Battery,400,2024,0.0078,0.0018,0.0215,0.0288,0.017,0.0538,0.0574,0.0443,0.0881,0.5785
MISO,Battery,400,2025,0.0079,0.0012,0.0245,0.0253,0.0133,0.0528,0.0508,0.0314,0.0855,0.5803
MISO,Battery,800,2020,0.0116,0.0054,0.0205,0.074,0.0571,0.0958,0.1192,0.0963,0.1455,0.5279
MISO,Battery,800,2021,0.0061,0.0025,0.0134,0.0451,0.033,0.0637,0.0809,0.0634,0.1032,0.6026
MISO,Battery,800,2022,0.0049,0.0022,0.0111,0.0325,0.0235,0.0485,0.0631,0.0497,0.0823,0.6331
MISO,Battery,800,2023,0.0061,0.0025,0.014,0.031,0.0218,0.0475,0.0619,0.0487,0.0798,0.5968
MISO,Battery,800,2024,0.0081,0.002,0.0227,0.0296,0.0174,0.0555,0.0593,0.0454,0.0908,0.5671
MISO,Battery,800,2025,0.008,0.0012,0.0249,0.0255,0.0133,0.0534,0.0517,0.033,0.0883,0.5623
MISO,Hybrid,50,2020,0.0157,0.0106,0.0209,0.071,0.0571,0.0845,0.1041,0.089,0.1227,0.5371
MISO,Hybrid,50,2021,0.0075,0.0035,0.0122,0.0392,0.027,0.0547,0.0634,0.0484,0.0776,0.6358
MISO,Hybrid,50,2022,0.0062,0.003,0.0096,0.0299,0.0203,0.0409,0.0532,0.0374,0.0657,0.6528
MISO,Hybrid,50,2023,0.0079,0.003,0.0164,0.0291,0.0185,0.0416,0.0545,0.0364,0.0745,0.6185
MISO,Hybrid,50,2024,0.0089,0.0019,0.0224,0.0276,0.0168,0.0484,0.0522,0.0291,0.0795,0.6117
MISO,Hybrid,50,2025,0.0077,0.001,0.0214,0.0226,0.01,0.0439,0.0441,0.0192,0.0696,0.6281
MISO,Hybrid,100,2020,0.0121,0.0085,0.0166,0.0748,0.0617,0.0908,0.1125,0.0948,0.1339,0.5295
MISO,Hybrid,100,2021,0.0058,0.0032,0.0101,0.0419,0.032,0.0567,0.0698,0.0566,0.0841,0.6292
MISO,Hybrid,100,2022,0.0053,0.0027,0.0085,0.0318,0.0233,0.0423,0.0579,0.0435,0.0696,0.6447
MISO,Hybrid,100,2023,0.0071,0.0029,0.015,0.0301,0.0214,0.0409,0.0579,0.0405,0.0756,0.6104
MISO,Hybrid,100,2024,0.0084,0.0019,0.0217,0.0286,0.0175,0.0486,0.0554,0.0325,0.0813,0.6005
MISO,Hybrid,100,2025,0.0073,0.001,0.0207,0.0232,0.0102,0.045,0.0464,0.0216,0.0745,0.6108
MISO,Hybrid,200,2020,0.0111,0.0077,0.0154,0.082,0.0683,0.0984,0.1243,0.1077,0.1494,0.5189
MISO,Hybrid,200,2021,0.0054,0.0032,0.0093,0.0467,0.0349,0.0593,0.0789,0.0624,0.0955,0.6138
MISO,Hybrid,200,2022,0.0049,0.0031,0.0078,0.035,0.028,0.0447,0.0645,0.054,0.0775,0.6306
MISO,Hybrid,200,2023,0.0065,0.003,0.0135,0.0316,0.0253,0.04,0.062,0.0464,0.0756,0.5992
MISO,Hybrid,200,2024,0.008,0.002,0.0209,0.0298,0.0179,0.0502,0.0588,0.0368,0.084,0.5917
MISO,Hybrid,200,2025,0.0072,0.0011,0.0207,0.0245,0.01,0.0477,0.05,0.024,0.0813,0.5977
MISO,Hybrid,400,2020,0.01,0.0062,0.0143,0.0821,0.0675,0.0993,0.1284,0.1107,0.1559,0.5074
MISO,Hybrid,400,2021,0.0056,0.0032,0.0093,0.0511,0.0382,0.0662,0.0879,0.0672,0.111,0.5907
MISO,Hybrid,400,2022,0.0049,0.0028,0.0075,0.038,0.0298,0.0497,0.0714,0.0584,0.0889,0.6112
MISO,Hybrid,400,2023,0.0064,0.0027,0.0132,0.0339,0.0265,0.0435,0.0672,0.0538,0.0818,0.5833
MISO,Hybrid,400,2024,0.0077,0.0021,0.0195,0.0307,0.0185,0.0506,0.0616,0.0406,0.0875,0.5772
MISO,Hybrid,400,2025,0.0072,0.0012,0.0208,0.0256,0.01,0.0492,0.0531,0.0243,0.0863,0.5833
MISO,Hybrid,800,2020,0.0092,0.005,0.0134,0.0787,0.0619,0.0973,0.128,0.1068,0.1571,0.4972
MISO,Hybrid,800,2021,0.0057,0.003,0.0099,0.0533,0.0394,0.0703,0.0942,0.0726,0.1204,0.5658
MISO,Hybrid,800,2022,0.005,0.0025,0.0079,0.0397,0.031,0.0529,0.0767,0.0605,0.0957,0.5854
MISO,Hybrid,800,2023,0.0064,0.0025,0.0129,0.0351,0.0273,0.0453,0.0711,0.0557,0.0883,0.5679
MISO,Hybrid,800,2024,0.0076,0.0021,0.0187,0.0311,0.0193,0.0505,0.0639,0.0428,0.0901,0.566
MISO,Hybrid,800,2025,0.0072,0.0013,0.0208,0.0257,0.0103,0.0491,0.0542,0.0255,0.0883,0.5715
MISO,Gas,50,2020,0.1673,0.1479,0.1931,0.2189,0.2001,0.2415,0.2384,0.2198,0.2603,0.4989
MISO,Gas,50,2021,0.1239,0.0862,0.1672,0.1653,0.115,0.204,0.1835,0.1315,0.2213,0.519
MISO,Gas,50,2022,0.0803,0.0405,0.12,0.1133,0.0662,0.1572,0.1322,0.0844,0.1761,0.5361
MISO,Gas,50,2023,0.0603,0.0187,0.1167,0.0906,0.0468,0.1549,0.1123,0.0705,0.1779,0.5357
MISO,Gas,50,2024,0.0456,0.0092,0.1069,0.0727,0.0349,0.1423,0.0956,0.0607,0.1645,0.5471
MISO,Gas,50,2025,0.0332,0.0047,0.0884,0.0561,0.0227,0.1209,0.0786,0.0403,0.1437,0.5508
MISO,Gas,100,2020,0.1553,0.1371,0.1867,0.2143,0.1929,0.2437,0.2349,0.2131,0.2618,0.4954
MISO,Gas,100,2021,0.1134,0.0742,0.1622,0.1602,0.1079,0.2114,0.1797,0.1267,0.23,0.5204
MISO,Gas,100,2022,0.0728,0.0364,0.1127,0.1093,0.0668,0.1445,0.1295,0.0872,0.1637,0.5407
MISO,Gas,100,2023,0.0548,0.0178,0.1019,0.0879,0.0484,0.1391,0.1113,0.0743,0.1627,0.5358
MISO,Gas,100,2024,0.0404,0.0086,0.0876,0.0693,0.036,0.1221,0.0941,0.0645,0.1479,0.5422
MISO,Gas,100,2025,0.0294,0.0044,0.0729,0.0536,0.0245,0.1054,0.0779,0.0444,0.1308,0.5377
MISO,Gas,200,2020,0.1416,0.1121,0.1766,0.207,0.1793,0.2391,0.2301,0.2047,0.2581,0.4952
MISO,Gas,200,2021,0.1045,0.0666,0.1586,0.1562,0.105,0.2157,0.1781,0.125,0.2348,0.522
MISO,Gas,200,2022,0.0674,0.033,0.1103,0.1072,0.0632,0.1505,0.1295,0.0856,0.1688,0.5467
MISO,Gas,200,2023,0.05,0.0165,0.0861,0.0853,0.0474,0.1214,0.1107,0.0751,0.1457,0.5369
MISO,Gas,200,2024,0.0378,0.0086,0.0782,0.0685,0.0335,0.1113,0.095,0.0616,0.1383,0.5355
MISO,Gas,200,2025,0.0275,0.0047,0.0616,0.053,0.0232,0.0934,0.0792,0.0466,0.1218,0.5229
MISO,Gas,400,2020,0.1283,0.091,0.17,0.1986,0.1602,0.2376,0.2257,0.1924,0.2585,0.5042
MISO,Gas,400,2021,0.0997,0.0552,0.1606,0.1563,0.1,0.221,0.1817,0.1236,0.2418,0.5231
MISO,Gas,400,2022,0.0658,0.0306,0.1121,0.1082,0.0619,0.1554,0.1329,0.0867,0.1741,0.5457
MISO,Gas,400,2023,0.0473,0.017,0.0749,0.0836,0.0448,0.1134,0.1109,0.0729,0.1418,0.5369
MISO,Gas,400,2024,0.0363,0.0089,0.0666,0.0681,0.0321,0.1026,0.0966,0.0604,0.1285,0.5274
MISO,Gas,400,2025,0.0267,0.0053,0.0552,0.0533,0.0223,0.0904,0.0816,0.0491,0.1193,0.5117
MISO,Gas,800,2020,0.118,0.0884,0.1497,0.1927,0.1594,0.2242,0.2243,0.1942,0.2481,0.5135
MISO,Gas,800,2021,0.0957,0.0516,0.1468,0.1565,0.0991,0.2145,0.1863,0.129,0.237,0.5237
MISO,Gas,800,2022,0.0658,0.0266,0.1104,0.1094,0.0616,0.1547,0.1375,0.0903,0.1738,0.5418
MISO,Gas,800,2023,0.0468,0.0171,0.0757,0.0832,0.0444,0.1176,0.1123,0.0735,0.1505,0.5359
MISO,Gas,800,2024,0.0351,0.0093,0.0624,0.0667,0.0313,0.1024,0.0967,0.0604,0.1271,0.5195
MISO,Gas,800,2025,0.0263,0.0055,0.0553,0.053,0.0217,0.0906,0.0828,0.0489,0.12,0.4979
NYISO,Solar,50,2020,0.0204,0.0065,0.0341,0.0921,0.0432,0.1439,0.131,0.0746,0.185,0.5458
NYISO,Solar,50,2021,0.018,0.0056,0.0297,0.076,0.0357,0.108,0.1109,0.0653,0.1474,0.5611
NYISO,Solar,50,2022,0.0142,0.0048,0.0257,0.0563,0.0281,0.0808,0.0865,0.0518,0.1185,0.5794
NYISO,Solar,50,2023,0.0119,0.0045,0.0227,0.0419,0.0245,0.0577,0.0676,0.0434,0.0888,0.594
NYISO,Solar,50,2024,0.011,0.0042,0.022,0.0327,0.0205,0.0454,0.0538,0.036,0.0684,0.6055
NYISO,Solar,50,2025,0.0097,0.0033,0.0202,0.026,0.0172,0.0355,0.0441,0.028,0.0544,0.6163
NYISO,Solar,100,2020,0.0146,0.0052,0.026,0.0794,0.0407,0.1202,0.1218,0.0763,0.1672,0.5401
NYISO,Solar,100,2021,0.0129,0.0044,0.0229,0.0663,0.0333,0.0984,0.1048,0.065,0.146,0.5522
NYISO,Solar,100,2022,0.011,0.0041,0.0211,0.0524,0.0272,0.085,0.0867,0.055,0.1283,0.5657
NYISO,Solar,100,2023,0.0093,0.004,0.0195,0.0401,0.0237,0.0614,0.0701,0.0473,0.0977,0.5797
NYISO,Solar,100,2024,0.0087,0.0037,0.0192,0.0315,0.0212,0.0459,0.0568,0.0402,0.0713,0.5918
NYISO,Solar,100,2025,0.0081,0.0031,0.0176,0.0255,0.0181,0.0353,0.0466,0.0312,0.0543,0.6048
NYISO,Solar,200,2020,0.011,0.0039,0.0213,0.0683,0.0378,0.1047,0.1137,0.0765,0.1578,0.5362
NYISO,Solar,200,2021,0.0098,0.0034,0.018,0.0578,0.0303,0.0899,0.0993,0.0641,0.1406,0.5447
NYISO,Solar,200,2022,0.0088,0.0033,0.0174,0.0473,0.0245,0.0783,0.0847,0.0531,0.126,0.5571
NYISO,Solar,200,2023,0.0077,0.0034,0.0161,0.0372,0.0216,0.0586,0.0704,0.0457,0.1003,0.5707
NYISO,Solar,200,2024,0.0073,0.0034,0.0161,0.0305,0.0202,0.0449,0.0592,0.0408,0.0758,0.5808
NYISO,Solar,200,2025,0.007,0.003,0.0148,0.0252,0.0183,0.0346,0.0494,0.0326,0.0589,0.5904
NYISO,Solar,400,2020,0.0087,0.0034,0.0181,0.0597,0.0362,0.0923,0.1069,0.0764,0.1455,0.5354
NYISO,Solar,400,2021,0.0077,0.003,0.0159,0.051,0.0286,0.0788,0.0948,0.0636,0.1304,0.5402
NYISO,Solar,400,2022,0.007,0.0028,0.0148,0.0422,0.0227,0.0682,0.0818,0.0523,0.1174,0.552
NYISO,Solar,400,2023,0.0063,0.0028,0.013,0.034,0.0197,0.0535,0.0691,0.0439,0.0981,0.5672
NYISO,Solar,400,2024,0.0062,0.0028,0.0128,0.0285,0.0185,0.0411,0.0595,0.0391,0.0791,0.5751
NYISO,Solar,400,2025,0.0059,0.0026,0.0121,0.0242,0.017,0.0333,0.0505,0.0307,0.0651,0.5798
NYISO,Solar,800,2020,0.0075,0.0028,0.0167,0.0529,0.0325,0.0813,0.101,0.0745,0.1348,0.5395
NYISO,Solar,800,2021,0.0066,0.0022,0.0149,0.0453,0.0272,0.0699,0.0904,0.0635,0.1203,0.5425
NYISO,Solar,800,2022,0.0057,0.002,0.0128,0.0375,0.022,0.0579,0.0783,0.0524,0.1078,0.5524
NYISO,Solar,800,2023,0.0054,0.0018,0.0115,0.0313,0.0185,0.0473,0.0675,0.0435,0.093,0.5681
NYISO,Solar,800,2024,0.0052,0.0019,0.0103,0.0266,0.0172,0.0384,0.0586,0.0376,0.0786,0.5748
NYISO,Solar,800,2025,0.0049,0.0018,0.0098,0.023,0.0155,0.0317,0.0506,0.0298,0.0668,0.574
NYISO,Wind,50,2020,0.0256,0.0124,0.0506,0.0753,0.0406,0.1135,0.1077,0.062,0.1487,0.5389
NYISO,Wind,50,2021,0.0221,0.0113,0.0415,0.0616,0.0354,0.0869,0.0911,0.0549,0.1159,0.5461
NYISO,Wind,50,2022,0.0192,0.0087,0.0366,0.0499,0.0295,0.072,0.0766,0.0484,0.1052,0.5486
NYISO,Wind,50,2023,0.0166,0.0063,0.0337,0.04,0.0242,0.0572,0.0645,0.0425,0.089,0.5526
NYISO,Wind,50,2024,0.015,0.0044,0.0323,0.0343,0.0192,0.049,0.0568,0.0342,0.0772,0.5545
NYISO,Wind,50,2025,0.0126,0.0027,0.0278,0.0292,0.0148,0.0439,0.0498,0.0299,0.0692,0.5635
NYISO,Wind,100,2020,0.0166,0.0064,0.0342,0.0633,0.0343,0.0968,0.0987,0.0608,0.1342,0.5401
NYISO,Wind,100,2021,0.0144,0.0059,0.0306,0.0517,0.0302,0.0819,0.0842,0.0536,0.1179,0.5491
NYISO,Wind,100,2022,0.0125,0.0055,0.0272,0.0413,0.0235,0.0636,0.0704,0.0479,0.0943,0.5522
NYISO,Wind,100,2023,0.0114,0.0048,0.0253,0.0346,0.02,0.0518,0.0611,0.0415,0.0837,0.5559
NYISO,Wind,100,2024,0.0113,0.0038,0.0261,0.0304,0.0188,0.045,0.0543,0.0369,0.0751,0.5574
NYISO,Wind,100,2025,0.0099,0.0023,0.0217,0.0264,0.0157,0.0389,0.0485,0.0316,0.0657,0.5673
NYISO,Wind,200,2020,0.0112,0.0039,0.0242,0.0514,0.0279,0.0812,0.0883,0.0545,0.1221,0.5502
NYISO,Wind,200,2021,0.0103,0.0037,0.0242,0.0435,0.0249,0.0736,0.0771,0.0509,0.111,0.5596
NYISO,Wind,200,2022,0.0091,0.0037,0.0221,0.0358,0.0183,0.0595,0.0664,0.0437,0.093,0.5644
NYISO,Wind,200,2023,0.0086,0.0034,0.0206,0.0303,0.0159,0.0471,0.0576,0.0377,0.0782,0.5677
NYISO,Wind,200,2024,0.0086,0.0029,0.0206,0.027,0.0152,0.0407,0.052,0.0349,0.0705,0.5677
NYISO,Wind,200,2025,0.0078,0.0019,0.0177,0.0235,0.0151,0.0335,0.0466,0.0295,0.0617,0.5714
NYISO,Wind,400,2020,0.0082,0.0028,0.0191,0.043,0.0233,0.0703,0.0803,0.0528,0.1107,0.5613
NYISO,Wind,400,2021,0.0079,0.0026,0.0199,0.0374,0.0195,0.0652,0.0716,0.0487,0.1028,0.5695
NYISO,Wind,400,2022,0.0074,0.0023,0.0187,0.032,0.016,0.0534,0.0635,0.0413,0.0872,0.5748
