q_year,region,tech,mw,event,T_years,state,dc_market
2023.0,CAISO,Battery,150.0,2,1.629,CA,0
2023.0,CAISO,Battery,510.9,2,1.629,CA,0
2023.0,CAISO,Battery,253.8,2,1.629,CA,0
2023.0,CAISO,Solar,153.0,2,1.629,CA,0
2023.0,CAISO,Battery,514.6,2,2.576,AZ,0
2023.0,CAISO,Battery,128.6,2,1.629,CA,0
2023.0,CAISO,Battery,300.0,2,1.629,CA,0
2023.0,CAISO,Solar,454.6,2,1.629,CA,0
2023.0,CAISO,Solar,151.3,2,1.629,CA,0
2023.0,CAISO,Battery,513.2,2,1.629,CA,0
2023.0,CAISO,Battery,565.9,2,1.629,CA,0
2023.0,CAISO,Battery,102.2,2,1.629,CA,0
2023.0,CAISO,Battery,102.2,2,1.629,CA,0
2023.0,CAISO,Battery,310.8,2,1.629,CA,0
2023.0,CAISO,Battery,102.2,2,1.629,CA,0
2023.0,CAISO,Battery,353.4,2,1.629,CA,0
2023.0,CAISO,Battery,155.2,2,1.629,CA,0
2023.0,CAISO,Battery,206.9,2,1.629,CA,0
2023.0,CAISO,Battery,367.5,2,1.629,CA,0
2023.0,CAISO,Battery,307.6,2,1.629,CA,1
2023.0,CAISO,Battery,204.7,2,1.629,CA,0
2023.0,CAISO,Solar,413.3,2,1.629,CA,0
2023.0,CAISO,Battery,300.0,2,1.629,CA,0
2023.0,CAISO,Battery,100.4,2,1.629,CA,0
2023.0,CAISO,Battery,300.0,2,1.629,CA,0
2023.0,CAISO,Battery,257.2,2,1.629,CA,0
2023.0,CAISO,Solar,56.0,2,1.629,CA,0
2023.0,CAISO,Battery,100.4,2,1.629,CA,0
2023.0,CAISO,Battery,308.1,2,1.629,CA,0
2023.0,CAISO,Battery,205.8,2,1.629,CA,1
2023.0,CAISO,Battery,198.4,2,1.629,CA,0
2023.0,CAISO,Battery,198.4,2,1.629,CA,0
2023.0,CAISO,Battery,102.8,2,1.629,CA,0
2023.0,CAISO,Battery,615.3,2,1.629,CA,0
2023.0,CAISO,Battery,400.0,2,1.629,CA,0
2023.0,CAISO,Battery,78.6,2,1.629,CA,0
2023.0,CAISO,Battery,240.0,2,1.629,CA,0
2023.0,CAISO,Battery,354.0,2,1.629,CA,0
2023.0,CAISO,Battery,102.8,2,1.629,CA,0
2023.0,CAISO,Battery,504.9,0,2.708,CA,0
2023.0,CAISO,Battery,259.4,2,2.042,CA,0
2023.0,CAISO,Battery,257.3,2,1.629,CA,0
2023.0,CAISO,Solar,562.4,0,2.708,CA,0
2023.0,CAISO,Solar,15.6,2,2.574,CA,0
2023.0,CAISO,Battery,405.3,2,2.092,CA,0
2023.0,CAISO,Battery,199.0,2,1.629,CA,0
2023.0,CAISO,Battery,220.0,2,1.629,CA,0
2023.0,CAISO,Battery,400.0,2,1.629,CA,0
2023.0,CAISO,Battery,142.0,2,1.629,CA,0
2023.0,CAISO,Battery,310.0,2,1.629,CA,0
2023.0,CAISO,Solar,305.2,2,1.629,CA,0
2023.0,CAISO,Battery,206.5,2,1.629,CA,0
2023.0,CAISO,Battery,193.4,2,1.629,CA,0
2023.0,CAISO,Battery,506.8,2,1.629,CA,0
2023.0,CAISO,Battery,154.2,2,1.629,CA,0
2023.0,CAISO,Battery,434.2,2,1.629,CA,0
2023.0,CAISO,Battery,150.0,2,1.629,CA,0
2023.0,CAISO,Battery,199.0,2,1.629,CA,0
2023.0,CAISO,Battery,50.2,2,1.629,CA,0
2023.0,CAISO,Battery,500.0,2,1.629,CA,0
2023.0,CAISO,Battery,216.1,2,1.629,CA,0
2023.0,CAISO,Battery,102.8,2,1.629,CA,0
2023.0,CAISO,Battery,306.0,2,1.629,CA,0
2023.0,CAISO,Battery,102.8,2,1.629,CA,0
2023.0,CAISO,Battery,306.0,2,1.629,CA,0
2023.0,CAISO,Battery,253.7,2,1.629,CA,0
2023.0,CAISO,Battery,308.7,2,2.631,CA,1
2023.0,CAISO,Battery,206.2,0,2.708,CA,0
2023.0,CAISO,Battery,171.1,2,2.031,CA,0
2023.0,CAISO,Hybrid,2339.0,0,2.708,CA,0
2023.0,CAISO,Battery,61.8,2,2.631,CA,1
2023.0,CAISO,Battery,51.5,2,2.609,CA,0
2023.0,CAISO,Solar,156.5,0,2.708,CA,0
2023.0,CAISO,Battery,405.5,2,2.119,CA,0
2023.0,CAISO,Solar,103.7,0,2.708,NV,0
2023.0,CAISO,Solar,155.8,0,2.708,CA,0
2023.0,CAISO,Battery,205.5,0,2.708,CA,0
2023.0,CAISO,Battery,205.4,0,2.708,CA,0
2023.0,CAISO,Battery,102.2,0,2.708,CA,0
2023.0,CAISO,Battery,514.0,0,2.708,CA,0
2023.0,CAISO,Solar,151.3,2,2.595,CA,0
2023.0,CAISO,Solar,507.0,0,2.708,CA,0
2023.0,CAISO,Battery,1064.7,0,2.708,CA,0
2023.0,CAISO,Solar,304.6,0,2.708,CA,0
2023.0,CAISO,Battery,202.3,0,2.708,CA,0
2023.0,CAISO,Battery,317.5,0,2.708,CA,0
2023.0,CAISO,Battery,518.1,0,2.708,CA,0
2023.0,CAISO,Battery,258.2,0,2.708,CA,0
2023.0,CAISO,Hybrid,205.1,2,1.629,CA,0
2023.0,CAISO,Hybrid,2347.0,2,2.648,CA,0
2023.0,CAISO,Wind,309.1,0,2.708,MX,0
2023.0,CAISO,Solar,129.0,0,2.708,CA,0
2023.0,CAISO,Solar,204.6,0,2.708,NV,0
2023.0,CAISO,Solar,353.0,0,2.708,CA,0
2023.0,CAISO,Battery,352.7,0,2.708,CA,0
2023.0,CAISO,Battery,359.8,2,2.034,NV,1
2023.0,CAISO,Solar,352.0,0,2.708,CA,0
2023.0,CAISO,Hybrid,153.0,2,1.629,CA,0
2023.0,CAISO,Hybrid,204.7,2,1.629,CA,0
2023.0,CAISO,Hybrid,252.7,2,1.629,CA,0
2023.0,CAISO,Hybrid,131.0,2,1.629,CA,0
2023.0,CAISO,Hybrid,1056.6,2,1.629,CA,0
2023.0,CAISO,Battery,105.0,0,2.708,CA,0
2023.0,CAISO,Hybrid,811.2,2,1.629,CA,0
2023.0,CAISO,Hybrid,601.0,2,1.629,CA,0
2023.0,CAISO,Hybrid,156.6,2,1.629,CA,0
2023.0,CAISO,Hybrid,156.2,2,1.629,CA,0
2023.0,CAISO,Hybrid,207.0,2,1.629,CA,0
2023.0,CAISO,Solar,305.4,0,2.708,NV,0
2023.0,CAISO,Solar,63.4,0,2.708,CA,0
2023.0,CAISO,Battery,153.7,0,2.708,CA,0
2023.0,CAISO,Battery,205.7,0,2.708,CA,1
2023.0,CAISO,Battery,128.4,0,2.708,CA,0
2023.0,CAISO,Solar,306.7,0,2.708,CA,0
2023.0,CAISO,Solar,414.4,0,2.708,CA,0
2023.0,CAISO,Battery,307.6,0,2.708,CA,1
2023.0,CAISO,Hybrid,718.8,2,1.629,CA,0
2023.0,CAISO,Battery,352.7,0,2.708,CA,0
2023.0,CAISO,Battery,565.8,2,2.031,CA,0
2023.0,CAISO,Battery,514.4,0,2.708,CA,0
2023.0,CAISO,Solar,353.8,0,2.708,NV,0
2023.0,CAISO,Battery,204.9,2,2.612,CA,0
2023.0,CAISO,Solar,204.6,0,2.708,NV,0
2023.0,CAISO,Battery,404.3,0,2.708,CA,1
2023.0,CAISO,Battery,306.6,2,2.119,CA,0
2023.0,CAISO,Battery,3.7,2,1.629,CA,1
2023.0,CAISO,Battery,6.7,2,1.629,CA,0
2023.0,CAISO,Battery,3.8,2,1.629,CA,0
2023.0,CAISO,Hybrid,106.0,2,1.629,CA,0
2023.0,CAISO,Hybrid,259.4,2,1.629,CA,0
2023.0,CAISO,Hybrid,206.6,2,1.629,CA,0
2023.0,CAISO,Hybrid,32.0,2,1.629,CA,0
2023.0,CAISO,Hybrid,12.3,2,1.629,CA,0
2023.0,CAISO,Hybrid,241.0,2,1.629,CA,0
2023.0,CAISO,Hybrid,87.8,2,1.629,CA,0
2023.0,CAISO,Hybrid,104.8,2,1.629,CA,0
2023.0,CAISO,Hybrid,509.2,2,1.629,CA,0
2023.0,CAISO,Hybrid,102.6,2,1.629,CA,0
2023.0,CAISO,Hybrid,419.9,2,1.629,CA,0
2023.0,CAISO,Hybrid,525.4,2,1.629,CA,0
2023.0,CAISO,Hybrid,368.2,2,1.629,CA,0
2023.0,CAISO,Hybrid,205.0,2,1.629,CA,0
2023.0,CAISO,Hybrid,891.9,2,1.629,CA,0
2023.0,CAISO,Hybrid,525.4,2,1.629,CA,0
2023.0,CAISO,Solar,192.2,0,2.708,CA,0
2023.0,CAISO,Solar,407.3,2,2.626,CA,0
2023.0,CAISO,Hybrid,1198.1,2,1.629,CA,0
2023.0,CAISO,Hybrid,51.0,2,1.629,CA,1
2023.0,CAISO,Hybrid,663.3,2,1.629,CA,1
2023.0,CAISO,Hybrid,371.2,2,1.629,CA,0
2023.0,CAISO,Battery,204.9,0,2.708,CA,0
2023.0,CAISO,Hybrid,508.7,2,1.629,CA,0
2023.0,CAISO,Battery,3.7,2,1.629,CA,0
2023.0,CAISO,Battery,304.2,2,2.628,CA,1
2023.0,CAISO,Battery,304.0,2,2.628,CA,1
2023.0,CAISO,Battery,123.4,0,2.708,CA,0
2023.0,CAISO,Battery,102.9,0,2.708,CA,0
2023.0,CAISO,Battery,200.0,2,2.631,CA,0
2023.0,CAISO,Battery,620.6,2,2.626,CA,0
2023.0,CAISO,Battery,400.0,2,2.631,CA,0
2023.0,CAISO,Battery,270.0,2,2.631,CA,0
2023.0,CAISO,Wind,108.0,0,2.708,CA,0
2023.0,CAISO,Battery,1167.7,0,2.708,CA,0
2023.0,CAISO,Battery,514.9,2,2.111,CA,0
2023.0,CAISO,Battery,3.7,2,1.629,CA,0
2023.0,CAISO,Battery,458.7,2,2.116,CA,0
2023.0,CAISO,Battery,490.7,2,2.626,CA,0
2023.0,CAISO,Hybrid,408.3,2,1.629,CA,0
2023.0,CAISO,Hybrid,44.4,2,1.629,CA,0
2023.0,CAISO,Hybrid,386.8,2,1.629,CA,0
2023.0,CAISO,Battery,505.6,0,2.708,CA,0
2023.0,CAISO,Hybrid,587.7,2,1.629,CA,0
2023.0,CAISO,Hybrid,408.0,2,1.629,CA,0
2023.0,Southeast,Battery,100.0,0,2.708,TN,0
2023.0,CAISO,Solar,252.3,2,2.626,CA,0
2023.0,CAISO,Hybrid,945.9,2,1.629,CA,0
2023.0,CAISO,Battery,3.7,2,1.629,CA,0
2023.0,CAISO,Battery,103.7,2,2.092,CA,0
2023.0,CAISO,Battery,258.5,0,2.708,CA,0
2023.0,CAISO,Other,68.9,0,2.708,CA,0
2023.0,CAISO,Hybrid,499.0,0,2.708,CA,0
2023.0,CAISO,Battery,101.9,0,2.708,CA,0
2023.0,CAISO,Battery,518.7,0,2.708,CA,0
2023.0,CAISO,Hybrid,613.7,0,2.708,CA,0
2023.0,CAISO,Hybrid,150.7,2,2.631,CA,0
2023.0,CAISO,Battery,437.1,2,2.018,CA,0
2023.0,CAISO,Battery,204.9,0,2.708,CA,0
2023.0,CAISO,Hybrid,831.7,0,2.708,CA,0
2023.0,CAISO,Battery,199.0,0,2.708,CA,0
2023.0,CAISO,Battery,215.8,2,2.628,CA,0
2023.0,CAISO,Battery,103.0,0,2.708,CA,0
2023.0,CAISO,Battery,565.8,2,2.031,NV,1
2023.0,CAISO,Battery,63.1,0,2.708,CA,0
2023.0,CAISO,Battery,204.9,0,2.708,CA,0
2023.0,CAISO,Battery,105.0,2,2.078,CA,0
2023.0,CAISO,Hybrid,411.2,2,2.59,CA,0
2023.0,CAISO,Hybrid,205.4,0,2.708,CA,0
2023.0,CAISO,Hybrid,516.9,2,2.59,CA,0
2023.0,CAISO,Other,1217.8,0,2.708,CA,0
2023.0,CAISO,Hybrid,267.6,0,2.708,CA,0
2023.0,CAISO,Hybrid,206.5,0,2.708,CA,0
2023.0,CAISO,Hybrid,100.9,2,2.612,CA,1
2023.0,CAISO,Battery,507.0,2,2.119,CA,0
2023.0,CAISO,Battery,64.4,2,2.631,CA,0
2023.0,CAISO,Battery,461.1,0,2.708,CA,0
2023.0,CAISO,Hybrid,371.3,0,2.708,CA,0
2023.0,CAISO,Hybrid,206.2,0,2.708,CA,0
2023.0,CAISO,Hybrid,1430.2,0,2.708,CA,0
2023.0,CAISO,Hybrid,576.0,0,2.708,CA,0
2023.0,CAISO,Hybrid,2071.0,0,2.708,AZ,1
2023.0,CAISO,Hybrid,408.0,0,2.708,CA,0
2023.0,CAISO,Hybrid,408.2,0,2.708,CA,0
2023.0,CAISO,Hybrid,1211.3,0,2.708,CA,0
2023.0,CAISO,Hybrid,200.0,0,2.708,CA,0
2023.0,CAISO,Solar,559.4,0,2.708,AZ,1
2023.0,CAISO,Hybrid,2044.7,0,2.708,CA,0
2023.0,CAISO,Hybrid,706.0,2,2.034,NV,1
2023.0,CAISO,Hybrid,744.3,0,2.708,CA,0
2023.0,CAISO,Hybrid,2049.1,2,2.023,NV,0
2023.0,CAISO,Hybrid,813.2,2,2.111,NV,0
2023.0,CAISO,Hybrid,269.5,0,2.708,CA,0
2023.0,CAISO,Hybrid,509.2,0,2.708,CA,0
2023.0,CAISO,Hybrid,1879.8,0,2.708,CA,0
2023.0,CAISO,Hybrid,608.7,0,2.708,CA,0
2023.0,CAISO,Hybrid,513.2,0,2.708,CA,0
2023.0,CAISO,Hybrid,378.0,0,2.708,CA,0
2023.0,CAISO,Hybrid,835.5,0,2.708,CA,0
2023.0,CAISO,Hybrid,1018.5,2,2.023,NV,0
2023.0,CAISO,Hybrid,382.0,0,2.708,CA,0
2023.0,CAISO,Hybrid,1110.6,0,2.708,CA,0
2023.0,CAISO,Hybrid,721.5,2,2.034,NV,0
2023.0,CAISO,Hybrid,309.0,0,2.708,AZ,1
2023.0,CAISO,Hybrid,317.5,0,2.708,CA,0
2023.0,CAISO,Hybrid,555.7,0,2.708,CA,0
2023.0,CAISO,Hybrid,749.9,0,2.708,CA,0
2023.0,CAISO,Hybrid,1046.5,0,2.708,CA,0
2023.0,West,Wind,120.0,2,0.654,WA,0
2023.0,ERCOT,Battery,101.2,2,2.595,TX,0
2023.0,ERCOT,Wind,304.3,0,2.705,TX,0
2023.0,ERCOT,Hybrid,200.6,0,2.702,TX,0
2023.0,ERCOT,Hybrid,155.7,0,2.702,TX,0
2023.0,ERCOT,Battery,251.3,0,2.702,TX,0
2023.0,ERCOT,Wind,259.2,0,2.702,TX,0
2023.0,ERCOT,Gas,228.0,0,2.702,TX,0
2023.0,ERCOT,Solar,512.6,0,2.702,TX,0
2023.0,ERCOT,Battery,50.2,0,2.702,TX,0
2023.0,ERCOT,Gas,228.0,0,2.702,TX,0
2023.0,ERCOT,Battery,260.2,0,2.702,TX,0
2023.0,ERCOT,Battery,200.8,0,2.702,TX,0
2023.0,ERCOT,Battery,176.1,0,2.702,TX,0
2023.0,ERCOT,Hybrid,204.9,0,2.702,TX,0
2023.0,ERCOT,Battery,220.7,0,2.702,TX,0
2023.0,Southeast,Battery,125.0,0,2.7,KY,0
2023.0,PJM,Battery,100.0,0,2.697,VA,0
2023.0,PJM,Battery,50.0,0,2.697,VA,0
2023.0,PJM,Battery,100.0,0,2.697,VA,0
2023.0,West,Hybrid,300.0,2,1.027,WA,0
2023.0,West,Hybrid,180.0,2,1.027,WA,0
2023.0,West,Solar,150.0,0,2.697,CA,0
2023.0,West,Hybrid,225.0,0,2.689,AZ,0
2023.0,West,Hybrid,225.0,0,2.689,AZ,0
2023.0,Southeast,Solar,74.5,0,2.689,FL,0
2023.0,West,Wind,500.0,0,2.686,OR,0
2023.0,ISO-NE,Battery,200.0,2,1.259,MA,0
2023.0,ISO-NE,Battery,300.0,2,1.259,MA,0
2023.0,ISO-NE,Battery,100.0,2,1.443,MA,0
2023.0,Southeast,Hybrid,100.0,2,1.489,GA,0
2023.0,West,Solar,199.0,2,0.63,WA,0
2023.0,West,Other,12.1,2,0.339,ID,0
2023.0,West,Battery,39.9,2,0.238,WA,0
2023.0,West,Hybrid,100.0,0,2.68,CA,0
2023.0,West,Solar,40.0,0,2.678,WA,0
2023.0,West,Other,157.0,0,2.678,CA,0
2023.0,West,Hybrid,39.2,0,2.678,CA,0
2023.0,West,Hybrid,930.0,2,2.198,AZ,0
2023.0,West,Hybrid,150.0,0,2.678,CA,0
2023.0,West,Hybrid,150.0,0,2.678,CA,0
2023.0,West,Other,157.0,0,2.678,CA,0
2023.0,West,Other,33.0,0,2.672,CA,0
2023.0,West,Hybrid,100.0,2,0.624,WA,0
2023.0,West,Battery,199.0,0,2.669,WA,0
2023.0,West,Solar,40.0,0,2.669,WA,0
2023.0,ERCOT,Wind,152.3,0,2.667,TX,0
2023.0,West,Hybrid,150.0,0,2.667,AZ,0
2023.0,Southeast,Solar,170.0,2,0.079,GA,0
2023.0,Southeast,Solar,107.0,0,2.667,GA,0
2023.0,ERCOT,Battery,103.6,2,2.53,TX,0
2023.0,ERCOT,Battery,102.6,0,2.667,TX,0
2023.0,ERCOT,Solar,54.4,2,0.214,TX,0
2023.0,ERCOT,Solar,100.5,0,2.667,TX,0
2023.0,ERCOT,Solar,187.0,2,0.214,TX,0
2023.0,Southeast,Solar,74.9,0,2.664,FL,0
2023.0,Southeast,Gas,26.0,0,2.664,MO,0
2023.0,Southeast,Gas,46.0,0,2.664,MO,0
2023.0,Southeast,Solar,74.9,0,2.664,FL,0
2023.0,ISO-NE,Gas,233.0,2,0.364,CT,0
2023.0,ERCOT,Battery,100.3,0,2.664,TX,0
2023.0,ISO-NE,Battery,53.7,2,2.393,CT,0
2023.0,West,Battery,50.0,0,2.664,CO,0
2023.0,ERCOT,Battery,150.4,0,2.664,TX,0
2023.0,West,Battery,50.0,0,2.664,CO,0
2023.0,ERCOT,Solar,121.6,0,2.664,TX,0
2023.0,West,Solar,51.3,0,2.664,AZ,1
2023.0,ISO-NE,Battery,284.0,2,2.437,CT,0
2023.0,NYISO,Wind,200.0,2,0.156,NY,0
2023.0,Southeast,Battery,100.0,0,2.658,FL,0
2023.0,ISO-NE,Battery,100.2,2,2.428,MA,0
2023.0,ISO-NE,Battery,102.0,2,2.428,RI,0
2023.0,ISO-NE,Battery,20.0,2,0.047,MA,0
2023.0,ISO-NE,Battery,102.0,2,1.574,MA,0
2023.0,Southeast,Hybrid,150.0,2,0.928,GA,0
2023.0,West,Solar,160.0,0,2.65,WY,0
2023.0,West,Hybrid,400.0,0,2.65,OR,0
2023.0,West,Hybrid,199.0,0,2.65,WY,0
2023.0,West,Hybrid,500.0,0,2.65,UT,0
2023.0,PJM,Hybrid,800.0,0,2.65,OH,0
2023.0,West,Other,1304.0,0,2.642,OR,0
2023.0,West,Hybrid,199.0,0,2.642,OR,0
2023.0,West,Battery,400.0,0,2.642,OR,0
2023.0,West,Battery,500.0,0,2.642,OR,0
2023.0,West,Solar,19.9,0,2.639,OR,0
2023.0,West,Solar,19.9,0,2.639,OR,0
2023.0,West,Gas,40.5,2,0.394,CO,0
2023.0,West,Hybrid,150.0,2,0.11,CO,0
2023.0,West,Hybrid,19.9,0,2.639,OR,0
2023.0,West,Hybrid,19.9,0,2.639,OR,0
2023.0,ERCOT,Solar,156.1,2,1.922,TX,0
2023.0,ERCOT,Battery,125.7,2,1.927,TX,0
2023.0,ERCOT,Solar,54.3,2,0.181,TX,0
2023.0,ERCOT,Solar,177.2,2,2.497,TX,0
2023.0,ERCOT,Battery,227.9,2,1.774,TX,0
2023.0,ERCOT,Gas,150.0,2,1.103,TX,0
2023.0,ERCOT,Hybrid,105.6,0,2.631,TX,0
2023.0,ERCOT,Battery,101.2,0,2.631,TX,0
2023.0,ERCOT,Battery,201.1,0,2.631,TX,0
2023.0,ERCOT,Battery,207.0,0,2.631,TX,0
2023.0,West,Hybrid,199.0,0,2.631,UT,0
2023.0,ERCOT,Battery,100.3,0,2.631,TX,0
2023.0,ERCOT,Battery,200.8,0,2.631,TX,0
2023.0,ERCOT,Hybrid,503.9,0,2.631,TX,0
2023.0,ERCOT,Battery,71.3,0,2.631,TX,0
2023.0,West,Solar,3.0,0,2.631,OR,0
2023.0,ERCOT,Hybrid,301.6,0,2.631,TX,0
2023.0,ERCOT,Hybrid,150.8,0,2.631,TX,0
2023.0,ERCOT,Battery,252.0,0,2.631,TX,1
2023.0,ERCOT,Battery,204.8,0,2.631,TX,0
2023.0,ERCOT,Solar,221.2,0,2.631,TX,0
2023.0,ERCOT,Battery,362.0,0,2.631,TX,0
2023.0,West,Battery,199.0,0,2.631,OR,1
2023.0,ERCOT,Battery,200.8,0,2.631,TX,0
2023.0,ERCOT,Hybrid,150.4,0,2.631,TX,0
2023.0,ERCOT,Battery,120.7,0,2.631,TX,0
2023.0,West,Hybrid,75.0,0,2.631,UT,0
2023.0,West,Battery,199.9,0,2.631,UT,0
2023.0,West,Wind,400.0,0,2.628,WY,0
2023.0,ERCOT,Battery,10.0,0,2.626,TX,0
2023.0,West,Hybrid,175.0,2,0.361,CO,0
2023.0,West,Solar,310.0,2,0.367,CO,0
2023.0,West,Battery,100.0,2,0.118,CO,0
2023.0,West,Hybrid,250.0,2,0.361,CO,0
2023.0,ISO-NE,Battery,92.4,2,2.401,MA,0
2023.0,ISO-NE,Battery,102.0,2,2.393,CT,0
2023.0,West,Hybrid,250.0,2,0.361,CO,0
2023.0,PJM,Battery,60.0,2,2.464,NJ,0
2023.0,West,Solar,200.0,0,2.62,CO,0
2023.0,West,Battery,100.0,0,2.62,CO,0
2023.0,West,Wind,200.0,0,2.62,CO,0
2023.0,MISO,Other,135.0,0,2.62,IL,0
2023.0,West,Hybrid,198.0,2,0.208,CO,0
2023.0,West,Battery,199.0,2,0.208,CO,0
2023.0,Southeast,Hybrid,200.0,0,2.617,GA,0
2023.0,West,Wind,150.0,0,2.612,WY,0
2023.0,ERCOT,Battery,241.5,0,2.612,TX,0
2023.0,West,Wind,150.0,0,2.612,WY,0
2023.0,West,Wind,150.0,0,2.612,WY,0
2023.0,ERCOT,Hybrid,100.5,0,2.612,TX,0
2023.0,West,Solar,199.0,0,2.612,CO,0
2023.0,ERCOT,Battery,132.6,0,2.612,TX,0
2023.0,West,Hybrid,199.0,2,0.35,CO,1
2023.0,West,Hybrid,199.0,2,0.35,CO,1
2023.0,West,Wind,400.5,2,0.353,CO,0
2023.0,West,Hybrid,170.0,2,0.35,CO,0
2023.0,ERCOT,Battery,104.4,0,2.612,TX,0
2023.0,PJM,Solar,35.0,2,2.628,WV,0
2023.0,West,Solar,52.0,2,0.364,CO,0
2023.0,West,Wind,400.0,0,2.612,CO,0
2023.0,ERCOT,Other,10.0,1,0.526,TX,0
2023.0,PJM,Battery,328.0,0,2.606,IL,0
2023.0,PJM,Battery,354.4,0,2.606,IL,0
2023.0,PJM,Battery,250.0,0,2.606,IL,0
2023.0,PJM,Battery,260.0,0,2.606,IL,0
2023.0,ERCOT,Other,9.8,1,1.188,TX,0
2023.0,Southeast,Battery,175.0,2,0.074,GA,0
2023.0,ERCOT,Battery,300.8,2,2.486,TX,0
2023.0,ERCOT,Battery,50.5,2,1.854,TX,0
2023.0,West,Hybrid,150.0,0,2.604,ID,0
2023.0,NYISO,Battery,140.0,2,0.181,NY,0
2023.0,West,Solar,199.0,0,2.601,CO,0
2023.0,ERCOT,Solar,154.4,0,2.601,TX,0
2023.0,West,Wind,150.0,0,2.601,CO,0
2023.0,ERCOT,Solar,9.7,1,1.889,TX,0
2023.0,ERCOT,Battery,150.5,0,2.601,TX,0
2023.0,ERCOT,Hybrid,290.0,0,2.601,TX,0
2023.0,SPP,Solar,230.0,2,2.251,NM,0
2023.0,ERCOT,Battery,102.2,0,2.601,TX,0
2023.0,Southeast,Hybrid,200.0,2,0.695,MS,0
2023.0,Southeast,Solar,183.0,0,2.59,GA,0
2023.0,West,Solar,222.3,0,2.587,CO,0
2023.0,West,Hybrid,199.0,0,2.587,CO,0
2023.0,West,Hybrid,750.0,2,0.167,CO,0
2023.0,West,Hybrid,300.0,2,0.167,CO,0
2023.0,West,Hybrid,199.0,2,0.167,CO,0
2023.0,West,Solar,206.0,0,2.587,CO,0
2023.0,Southeast,Gas,209.0,0,2.585,SC,0
2023.0,Southeast,Solar,55.0,0,2.585,SC,0
2023.0,Southeast,Solar,75.0,0,2.585,SC,0
2023.0,Southeast,Battery,75.0,0,2.585,SC,0
2023.0,Southeast,Gas,18.0,0,2.585,SC,0
2023.0,Southeast,Gas,18.0,0,2.585,SC,0
2023.0,Southeast,Gas,20.0,0,2.585,SC,0
2023.0,Southeast,Battery,74.9,0,2.585,SC,0
2023.0,Southeast,Battery,74.5,0,2.585,SC,0
2023.0,Southeast,Battery,74.5,0,2.585,SC,0
2023.0,Southeast,Gas,7.0,0,2.585,SC,0
2023.0,Southeast,Solar,74.8,0,2.585,SC,0
2023.0,Southeast,Gas,7.0,0,2.585,SC,0
2023.0,West,Hybrid,100.0,0,2.585,ID,0
2023.0,Southeast,Solar,74.9,0,2.585,SC,0
2023.0,West,Hybrid,169.0,0,2.585,NV,1
2023.0,Southeast,Hybrid,198.0,0,2.585,SC,0
2023.0,West,Hybrid,100.0,0,2.585,ID,0
2023.0,Southeast,Gas,7.0,0,2.585,SC,0
2023.0,Southeast,Solar,200.0,0,2.585,SC,0
2023.0,Southeast,Gas,18.0,0,2.585,SC,0
2023.0,Southeast,Gas,18.0,0,2.585,SC,0
2023.0,PJM,Wind,1342.0,0,2.582,NJ,0
2023.0,West,Wind,100.0,0,2.582,OR,0
2023.0,West,Solar,300.0,0,2.582,OR,0
2023.0,West,Hybrid,300.0,0,2.582,OR,0
2023.0,West,Gas,300.0,0,2.574,UT,1
2023.0,West,Solar,199.0,0,2.574,UT,1
2023.0,Southeast,Battery,3.6,0,2.574,NC,0
2023.0,West,Solar,199.0,0,2.574,UT,1
2023.0,ERCOT,Battery,51.8,0,2.568,TX,0
2023.0,ERCOT,Battery,301.0,0,2.568,TX,0
2023.0,PJM,Battery,100.0,0,2.568,PA,0
2023.0,ERCOT,Battery,256.6,0,2.568,TX,0
2023.0,ERCOT,Hybrid,104.5,0,2.568,TX,0
2023.0,Southeast,Gas,172.0,0,2.568,FL,0
2023.0,ERCOT,Battery,201.0,0,2.568,TX,0
2023.0,ERCOT,Gas,306.3,0,2.568,TX,0
2023.0,ERCOT,Hybrid,85.5,0,2.568,TX,0
2023.0,ISO-NE,Battery,171.6,2,2.346,MA,0
2023.0,ERCOT,Battery,150.5,0,2.568,TX,0
2023.0,ERCOT,Battery,201.5,0,2.568,TX,0
2023.0,ERCOT,Hybrid,150.5,0,2.568,TX,0
2023.0,ERCOT,Battery,150.9,0,2.568,TX,1
2023.0,West,Hybrid,1200.0,0,2.565,UT,0
2023.0,West,Hybrid,800.0,0,2.565,UT,0
2023.0,West,Battery,100.0,0,2.563,ID,0
2023.0,West,Battery,100.0,0,2.563,ID,0
2023.0,Southeast,Solar,156.0,0,2.563,MS,0
2023.0,Southeast,Battery,260.0,0,2.563,GA,0
2023.0,ISO-NE,Battery,304.7,2,1.599,CT,0
2023.0,ERCOT,Other,9.9,1,0.942,TX,0
2023.0,West,Hybrid,175.0,0,2.554,ID,0
2023.0,ERCOT,Other,10.0,1,0.695,TX,0
2023.0,ERCOT,Other,10.0,1,0.698,TX,0
2023.0,ERCOT,Battery,268.4,2,1.593,TX,0
2023.0,ERCOT,Other,10.0,1,0.698,TX,0
2023.0,ISO-NE,Battery,2.0,2,2.001,MA,0
2023.0,ISO-NE,Hybrid,28.9,2,2.001,MA,0
2023.0,ISO-NE,Hybrid,9.1,2,2.001,MA,0
2023.0,ISO-NE,Hybrid,4.0,2,2.001,MA,0
2023.0,ISO-NE,Battery,5.0,2,2.001,MA,0
2023.0,ISO-NE,Hybrid,2.2,2,2.001,MA,0
2023.0,ISO-NE,Hybrid,7.0,2,2.001,MA,0
